date,station,particle,replicate,phase,file,spec_class,confidence,is_chemical,carbonyl_index,mixed,reasons,omnic_name,hqi,validated,raman_gt,raman_conf,gt_source,support_level,support_note,B_label,B_tier,B_r,tie_break,raman_qc,qc_flagged,delta_version,ftir_pending
06.01,S3,3,1,phase1,0601S3-3.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Red Pepper Seed,68.4,False,,,,,,,,,,,,,
06.01,S3,4,1,phase1,0601S3-4.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,60 grit sand paper (grit side),60.09,False,,,,,,,,,,,,,
06.01,S3,5,1,phase1,0601S3-5.CSV,SAN,tentative,True,,False,nitrile 2237 + aromatic,Cyanoguanidine,39.05,False,,,,,,,,,,,,,
06.07,S1,1,1,phase2,0607s1-1.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),Arsine,37.0,False,,,,,,,,,,,,,
06.07,S1,10,1,phase2,0607S1-10.CSV,polyolefin_PP,confident,True,0.25660639221474324,True,CH3 backbone; 1375; 998/973/840,Red Pepper Seed,80.43,False,,,,,,,,,,,,,
06.07,S1,11,1,phase2,0607S1-11.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),2-Propyn-1-ol,44.3,False,,,,,,,,,,,,,
06.07,S1,12,1,phase2,0607S1-12.CSV,polyolefin_PE,tentative,True,0.04427088814877695,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),98.97,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.972,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.07,S1,13,1,phase2,0607S1-13.CSV,polyolefin_PP,confident,True,0.22034671228891484,True,CH3 backbone; 1375; 998/973/840,Comet Disinfectant Cleaner,90.87,False,,,,,,,,,,,,,
06.07,S1,14,1,phase2,0607S1-14.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,ALUMINA SILICATE #1,88.36,False,,,,,,,,,,,,,
06.07,S1,15,1,phase2,0607S1-15.CSV,carbonate_aragonite,tentative,True,,False,"carbonate 1420/875; polymorph provisionally split by 855, not verified by Raman","Cement, cured",90.86,False,,,,,,,,,,,,,
06.07,S1,16,1,phase2,0607S1-16.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Thyme,83.2,False,,,,,,,,,,,,,
06.07,S1,17,1,phase2,0607S1-17.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Deep Rose blush,84.16,False,,,,,,,,,,,,,
06.07,S1,2,1,phase2,0607s1-2.CSV,polyolefin_PE,tentative,True,1.6569598907780112,True,"CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman; 1715=OXIDATION on PE (NOT PET); oxidised (CI 1.66) - doublet complete, not withheld",Rubbed Sage leaf,73.0,False,,,,,,,,,,,,,
06.07,S1,3,1,phase2,0607S1-3.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Castor Bean Leaf,81.2,False,,,,,,,,,,,,,
06.07,S1,4,1,phase2,0607S1-4.CSV,polyolefin_PP,confident,True,0.12322831785948832,False,CH3 backbone; 1375; 998/973/840,Polypropylene isotactic,94.2,False,,,,,,,,,,,,,
06.07,S1,5,1,phase2,0607S1-5.CSV,polyolefin_PP,confident,True,0.08892130932631895,False,CH3 backbone; 1375; 998/973/840,Polypropylene isotactic,94.63,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.956,False,saturated(flat-top 22pt x 1),True,instrument-internal Si shift (per-file); no post-hoc correction,False
06.07,S1,6,1,phase2,0607S1-6.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Deep Rose blush,83.61,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.389,True,Center=0 artifact(corr=-0.96),False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.07,S1,7,1,phase2,0607S1-7.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),COMPLEX of Cr(III) hexathiocyanatochromite(III) potassium,59.54,False,,,,,,,,,,,,,
06.07,S1,8,1,phase2,0607S1-8.CSV,polyolefin_unresolved,tentative,True,1.239478923773962,True,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ALUMINA SILICATE #1,97.1,False,,,,,,,,,,,,,
06.07,S1,9,1,phase2,0607S1-9.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Hoover 520,85.0,False,,,,,,,,,,,,,
06.14,S1,1,1,phase2,0614S1-1.CSV,polyolefin_PP,confident,True,0.10660836023227677,False,CH3 backbone; 1375; 998/973/840,"Polypropylene, isotactic",93.61,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.972,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.14,S1,10,1,phase2,0614S1-10.CSV,polyolefin_PE,tentative,True,0.41747603988444304,False,"CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman; oxidised (CI 0.42) - doublet complete, not withheld",Bee's wax,94.87,False,,,,,,,,,,,,,
06.14,S1,11,1,phase2,0614S1-11.CSV,polyolefin_unresolved,tentative,True,0.5577070037959018,True,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",Mugo Pine,86.42,False,,,,,,,,,,,,,
06.14,S1,12,1,phase2,0614S1-12.CSV,polyolefin_unresolved,tentative,True,0.15703854607730733,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),89.43,False,,,,,,,,,,,,,
06.14,S1,13,1,phase2,0614S1-13.CSV,SAN,tentative,True,,False,nitrile 2237 + aromatic,Dry Milk Powder,65.63,False,,,,,,,,,,,,,
06.14,S1,14,1,phase2,0614S1-14.CSV,polyolefin_unresolved,tentative,True,0.13989769166440408,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),89.83,False,,,,,,,,,,,,,
06.14,S1,15,1,phase2,0614S1-15.CSV,mineral_or_unresolved,unresolved,False,,True,weak Si-O only; ambiguous C-O region,Oven Cleaner,63.04,False,,,,,,,,,,,,,
06.14,S1,16,1,phase2,0614S1-16.CSV,polyolefin_unresolved,tentative,True,0.1491928689052594,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),90.24,False,,,,,,,,,,,,,
06.14,S1,2,1,phase2,0614S1-2.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Reduced Fat Bisquick,92.86,False,unresolved,tentative,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.204,False,fluorescence(corr=1.00),True,instrument-internal Si shift (per-file); no post-hoc correction,False
06.14,S1,3,1,phase2,0614S1-3.CSV,polyolefin_PE,tentative,True,0.1085375099241679,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),94.06,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.842,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.14,S1,4,1,phase2,0614S1-4.CSV,polyolefin_unresolved,tentative,True,0.1558068952499498,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),89.26,False,,,,,,,,,,,,,
06.14,S1,5,1,phase2,0614S1-5.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),2-(Trifluoromethyl)benzaldehyde chromium tricarbonyl,,False,unresolved,tentative,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",PVC,tentative,0.734,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.14,S1,6,1,phase2,0614S1-6.CSV,polyolefin_PE,tentative,True,0.031636729714637185,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),98.31,False,,,,,,,,,,,,,
06.14,S1,7,1,phase2,0614S1-7.CSV,polyolefin_unresolved,tentative,True,0.1070995067211126,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),89.88,False,,,,,,,,,,,,,
06.14,S1,8,1,phase2,0614S1-8.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Red Pepper Seed,77.03,False,,,,,,,,,,,,,
06.14,S1,9,1,phase2,0614S1-9.CSV,carbonate_calcite,tentative,True,,True,"carbonate 1420/875; polymorph provisionally split by 855, not verified by Raman",Peppermint Leaf,86.86,False,,,,,,,,,,,,,
06.21,S1,1,1,phase2,0621S1-1.CSV,mineral_or_unresolved,unresolved,False,,True,weak Si-O only; ambiguous C-O region,Wheat Gluten fluor,89.28,False,,,,,,,,,,,,,
06.21,S1,3,1,phase2,0621S1-3.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),Phenyl isothiocyanate,57.68,False,,,,,,,,,,,,,
06.21,S1,4,1,phase2,0621S1-4.CSV,unresolved,unresolved,False,,False,no diagnostic band pattern,"1-PHENYL-2-(TRIMETHYLSILYL)ACETYLENE, 99%",82.95,False,,,,,,,,,,,,,
06.21,S1,5,1,phase2,0621S1-5.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,"Fumaronitrile; (E)-1,2-Dicyanoethene",67.64,False,,,,,,,,,,,,,
06.21,S1,6,1,phase2,0621S1-6.CSV,SAN,tentative,True,,False,nitrile 2237 + aromatic,ATTAGEL 50,73.84,False,,,,,,,,,,,,,
06.21,S1,7,1,phase2,0621S1-7.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,Antigorite,83.16,False,,,,,,,,,,,,,
06.21,S1,8,1,phase2,0621S1-8.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,ALUMINA SILICATE #1,81.04,False,,,,,,,,,,,,,
06.21,S1,9,1,phase2,0621S1-9.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,ALUMINA SILICATE #1,77.38,False,,,,,,,,,,,,,
06.26,S1,1,1,phase2,0626S1-1.CSV,polyolefin_PE,tentative,True,0.1885599959203335,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),96.59,True,polyolefin_PE,tentative,rule,B,methods agree; neither is confident,polyolefin_PE,unresolved,0.052,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,10,1,phase2,0626S1-10.CSV,polyolefin_PE,tentative,True,0.10941643037014079,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.74,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.962,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,11,1,phase2,0626S1-11.CSV,polyolefin_PP,confident,True,0.07183290644011045,True,CH3 backbone; 1375; 998/973/840,"Polypropylene, isotactic",78.46,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.926,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,12,1,phase2,0626S1-12.CSV,polyolefin_PE,tentative,True,0.04038701181448272,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.8,True,polyolefin_PE,tentative,rule,C,methods disagree; both classes exist in the reference library,natural_organic,unresolved,0.373,False,saturated(flat-top 10pt x 2),True,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,2,1,phase2,0626S1-2.CSV,polyolefin_PE,tentative,True,0.15890731543996242,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),96.91,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.936,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,3,1,phase2,0626S1-3.CSV,polyolefin_PP,confident,True,0.13430177315542832,True,CH3 backbone; 1375; 998/973/840,"Polypropylene, isotactic, average MW ca. 250,000",77.46,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.968,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,4,1,phase2,0626S1-4.CSV,polyolefin_PE,tentative,True,0.09495544106878503,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),96.8,True,polyolefin_PE,confident,rule,A+,both methods confident and in agreement,polyolefin_PE,confident,0.802,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,5,1,phase2,0626S1-5.CSV,polyolefin_PE,tentative,True,0.088152432121313,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.18,False,,,,,,,,,,,,,
06.26,S1,6,1,phase2,0626S1-6.CSV,polyolefin_PP,confident,True,0.16721856138839786,True,CH3 backbone; 1375; 998/973/840,CASTROL Syntilo RHS,65.74,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyester_PET,unresolved,0.212,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,7,1,phase2,0626S1-7.CSV,polyolefin_PE,tentative,True,0.06871082648456205,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),95.81,True,polyolefin_PE,tentative,rule,B,methods agree; neither is confident,polyolefin_PE,unresolved,-0.009,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,8,1,phase2,0626S1-8.CSV,polyolefin_PE,tentative,True,0.2581017845959417,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.12,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,tentative,0.746,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.26,S1,9,1,phase2,0626S1-9.CSV,polyolefin_unresolved,tentative,True,0.06354282337628936,True,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",Duct tape (Back side),96.88,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.932,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.28,S1,1,1,phase2,0628S1-1.CSV,polyolefin_PE,tentative,True,0.0617896263882506,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Blue Spruce,71.04,True,polyolefin_PE,tentative,rule,B,methods agree; neither is confident,polyolefin_PE,unresolved,0.095,False,fluorescence(corr=0.98),True,instrument-internal Si shift (per-file); no post-hoc correction,False
06.28,S1,2,1,phase2,0628S1-2.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Enfamil Lactose-free,81.3,False,,,,,,,,,,,,,
06.28,S1,3,1,phase2,0628S1-3.CSV,nylon_PA,confident,True,,False,N-H 3300 + amide I/II,Nylon 6,94.5,False,,,,,,,,,,,,,
06.28,S1,4,1,phase2,0628S1-4.CSV,polyolefin_unresolved,tentative,True,0.10363845060504022,False,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",ARC 1001 (cast),92.41,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.969,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.28,S1,5,1,phase2,0628S1-5.CSV,polyolefin_PE,tentative,True,0.19314063368282805,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),90.36,True,polyolefin_PE,confident,rule,A+,both methods confident and in agreement,polyolefin_PE,confident,0.936,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
06.28,S1,6,1,phase2,0628S1-6.CSV,polyolefin_PP,confident,True,0.04172611346812357,True,CH3 backbone; 1375; 998/973/840,POLYPROPYLENE #2,80.18,False,,,,,,,,,,,,,
06.28,S1,7,1,phase2,0628S1-7.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Modified starch - quaternary ammonium hydroxyethyl starch et,77.78,False,,,,,,,,,,,,,
06.28,S1,8,1,phase2,0628S1-8.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Starch,79.87,False,,,,,,,,,,,,,
07.11,S1,1,1,heldout_july,0711S1-1.CSV,polyolefin_PE,tentative,True,0.06519593360813598,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.04,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.95,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.11,S1,2,1,heldout_july,0711S1-2.CSV,polyolefin_PE,tentative,True,0.07313851079257867,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),86.88,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.061,False,fluorescence(corr=0.93),True,instrument-internal Si shift (per-file); no post-hoc correction,False
07.11,S1,3,1,heldout_july,0711S1-3.CSV,polyolefin_PE,tentative,True,0.1350551519266366,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.52,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.955,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,1,1,heldout_july,0712S1-1.CSV,polyolefin_PE,tentative,True,0.05145053137439716,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.37,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.945,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,10,1,heldout_july,0712S1-10.CSV,polyolefin_PE,tentative,True,0.42691679869025684,True,"CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman; oxidised (CI 0.43) - doublet complete, not withheld",Duct tape (Back side),94.28,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.961,False,at-ceiling(1pt),False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,11,1,heldout_july,0712S1-11.CSV,polyolefin_PE,tentative,True,0.23018678274440982,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),88.24,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.214,True,saturated(flat-top 764pt x 1); flat-segment(1000-2000),True,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,12,1,heldout_july,0712S1-12.CSV,polyolefin_PP,confident,True,0.18024498734933964,True,CH3 backbone; 1375; 998/973/840,"Polypropylene, isotactic, average MW ca. 250,000",81.03,True,polyolefin_PP,confident,rule,A+,both methods confident and in agreement,polyolefin_PP,confident,0.96,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,13,1,heldout_july,0712S1-13.CSV,PVDF,confident,True,,True,C-F 1402/1180/876,Spearmint Altoid,67.5,True,polyolefin_PP,tentative,rule,C,methods disagree; both classes exist in the reference library,natural_organic,unresolved,0.296,False,saturated(flat-top 707pt x 1),True,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,2,1,heldout_july,0712S1-2.CSV,polyolefin_PP,confident,True,0.12394746828993271,True,CH3 backbone; 1375; 998/973/840,Polypropylene + 20% talc,74.4,True,polyolefin_PP,tentative,rule,B,methods agree; neither is confident,polyolefin_PP,unresolved,0.112,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,3,1,heldout_july,0712S1-3.CSV,polyolefin_PE,tentative,True,0.05537769844772455,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.57,True,polyolefin_PP,tentative,rule,C,methods disagree; both classes exist in the reference library,polyolefin_PE,unresolved,0.444,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,4,1,heldout_july,0712S1-4.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),Ethyl ethynyl ether; Ethoxyacetylene,66.44,False,,,,,,,,,,,,,
07.12,S1,5,1,heldout_july,0712S1-5.CSV,polyolefin_PE,tentative,True,0.2004079733663068,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),95.99,False,,,,,,,,,,,,,
07.12,S1,6,1,heldout_july,0712S1-6.CSV,polyolefin_unresolved,tentative,True,0.18760213370022225,True,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",Duct tape (Back side),97.85,True,polyolefin_PE,tentative,rule,B,methods agree; neither is confident,polyolefin_PE,unresolved,0.544,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.12,S1,7,1,heldout_july,0712S1-7.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Hoover 512-BU,61.89,False,,,,,,,,,,,,,
07.12,S1,8,1,heldout_july,0712S1-8.CSV,polyolefin_PP,confident,True,0.1474840794283469,True,CH3 backbone; 1375; 998/973/840,Polypropylene +poly(ethylene:propylene),78.05,False,,,,,,,,,,,,,
07.12,S1,9,1,heldout_july,0712S1-9.CSV,polyolefin_PE,tentative,True,0.1662244377825362,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),95.44,False,,,,,,,,,,,,,
07.25,S1,1,1,heldout_july,0725S1-1.CSV,SAN,tentative,True,,False,nitrile 2237 + aromatic,White Play Sand,83.5,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.074,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,10,1,heldout_july,0725S1-10.CSV,polyolefin_PE,tentative,True,0.13394372627779763,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),93.49,True,polyolefin_PP,tentative,rule,C,methods disagree; both classes exist in the reference library,polyolefin_PE,tentative,0.874,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,11,1,heldout_july,0725S1-11.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),"AMMONIUM-D4 THIOCYANATE, 99 ATOM % D",65.07,False,unresolved,tentative,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polystyrene,tentative,0.737,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,12,1,heldout_july,0725S1-12.CSV,QC_low_contrast,unresolved,False,,False,weak/featureless mid-IR: thin film or poor ATR contact (not a pigment),"SODIUM DICYANAMIDE, 96%",50.47,False,unresolved,tentative,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,tentative,0.762,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,13,1,heldout_july,0725S1-13.CSV,silicate,tentative,True,,False,"Si-O strong, no polymer backbone (sand/glass)",Dry Milk Powder,62.12,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",PVC,unresolved,0.168,True,fluorescence(corr=0.98),True,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,14,1,heldout_july,0725S1-14.CSV,carbonate_calcite,tentative,True,,False,"carbonate 1420/875; polymorph provisionally split by 855, not verified by Raman",Plotter paper / glossy,86.45,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polyolefin_PE,unresolved,0.144,True,saturated(flat-top 382pt x 2),True,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,2,1,heldout_july,0725S1-2.CSV,polyolefin_unresolved,tentative,True,0.054532209963427024,True,"aliphatic CH, no clean PE/PP doublet; possible Si-O shoulder",Duct tape (Back side),94.54,True,polyolefin_PE,confident,rule,A+,both methods confident and in agreement,polyolefin_PE,confident,0.973,False,Center=0 artifact(corr=-0.93),False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,3,1,heldout_july,0725S1-3.CSV,polyolefin_PE,tentative,True,0.08486770476216592,True,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),88.05,True,polyolefin_PE,tentative,rule,B,methods agree; neither is confident,polyolefin_PE,tentative,0.846,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,4,1,heldout_july,0725S1-4.CSV,polyolefin_PE,tentative,True,0.27319397638715776,False,CH2 backbone; 1472; 730/717 doublet; FT-IR cannot resolve PE/PP -> Raman,Duct tape (Back side),97.79,True,polyolefin_PE,tentative,rule,A,methods agree; one of the two is confident,polyolefin_PE,confident,0.984,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,5,1,heldout_july,0725S1-5.CSV,carbonate_calcite,tentative,True,,True,"carbonate 1420/875; polymorph provisionally split by 855, not verified by Raman",ALS-AR100,74.68,False,unresolved,unresolved,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",PVC,unresolved,0.581,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,6,1,heldout_july,0725S1-6.CSV,mineral_or_unresolved,unresolved,False,,True,weak Si-O only; ambiguous C-O region,Polyester (41% soybean oil modified phthalic alkyd),80.23,False,unresolved,tentative,withheld,WH,"withheld by the R3 evidence floor - the rule did not decide; see gt_withheld_reason. Not a poor particle, and not a failure of Code 2",polystyrene,tentative,0.746,True,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
07.25,S1,7,1,heldout_july,0725S1-7.CSV,mineral_or_unresolved,unresolved,False,,False,weak Si-O only; ambiguous C-O region,Styrofoam,73.62,True,polystyrene,confident,rule,A,methods agree; one of the two is confident,polystyrene,tentative,0.732,False,ok,False,instrument-internal Si shift (per-file); no post-hoc correction,False
